image_name,tags
test_32992,clear primary habitation agriculture road 
test_14530,clear primary partly_cloudy habitation agriculture road 
test_1349,clear primary partly_cloudy 
test_11693,primary cloudy partly_cloudy 
test_36275,clear primary water artisinal_mine habitation agriculture road 
test_13415,clear primary habitation agriculture road 
test_39609,cloudy
test_29754,clear primary 
test_20988,clear primary 
test_32787,cloudy
file_8429,clear primary habitation agriculture road 
test_7644,clear primary water haze 
file_16621,clear primary 
test_17497,clear primary water cultivation agriculture 
file_3734,primary partly_cloudy agriculture road 
test_29486,primary water cultivation partly_cloudy agriculture road 
test_914,clear primary water haze agriculture 
test_5637,primary water cultivation partly_cloudy agriculture road 
file_7697,clear primary cultivation agriculture road 
test_21232,clear primary agriculture road 
test_26359,primary partly_cloudy 
test_27577,clear primary water road 
test_32734,clear primary haze 
test_38071,clear primary water cultivation agriculture 
test_12548,cloudy
test_3348,primary partly_cloudy 
test_39991,clear primary haze 
test_26199,clear primary 
test_36043,clear primary water partly_cloudy agriculture 
file_3849,primary haze 
test_21122,primary partly_cloudy 
file_11463,clear primary water 
test_23400,clear primary water partly_cloudy agriculture road 
test_3968,clear primary water agriculture road 
test_40143,primary water haze agriculture 
file_1510,primary water partly_cloudy agriculture road 
test_8565,clear primary bare_ground agriculture 
test_12056,cloudy
file_5823,clear primary agriculture road 
file_12365,clear primary cultivation agriculture road 
test_33628,clear primary water road 
test_2394,clear primary water cultivation habitation agriculture road selective_logging 
file_1427,clear primary water cultivation 
test_32740,clear primary partly_cloudy 
test_19012,clear primary partly_cloudy artisinal_mine bare_ground agriculture road 
test_11549,primary haze agriculture 
test_11426,clear primary cultivation agriculture 
test_14710,clear primary water cultivation habitation agriculture road 
test_39011,cloudy
test_39191,clear primary 
file_5455,primary cloudy partly_cloudy 
test_14604,clear primary 
test_26282,clear primary 
file_12354,clear primary 
test_28164,primary water cultivation partly_cloudy agriculture road 
test_3138,clear primary 
test_6031,primary water partly_cloudy 
test_39430,clear primary 
test_2613,clear primary water partly_cloudy agriculture 
file_6347,primary partly_cloudy 
test_25949,clear primary 
test_6381,clear primary 
test_10319,clear primary 
test_12267,clear primary 
test_5855,primary water cultivation partly_cloudy agriculture road 
test_21329,clear primary 
file_16459,clear primary haze partly_cloudy agriculture road 
test_6088,clear primary 
file_13229,primary partly_cloudy 
test_442,clear primary cultivation agriculture 
test_18123,primary partly_cloudy 
test_23673,clear primary habitation agriculture road 
test_15698,clear primary cultivation agriculture 
file_14155,cloudy
test_11877,primary water haze agriculture 
test_12028,clear primary water road 
file_20146,clear primary 
test_14742,clear primary cultivation agriculture road 
test_21551,cloudy
test_29014,clear primary water cultivation agriculture road 
file_5491,clear primary 
file_5495,clear primary 
test_34996,cloudy
test_18325,clear primary water agriculture 
file_12439,primary haze 
test_3456,primary haze 
test_20878,clear primary 
file_15481,clear primary haze 
test_23305,clear primary water agriculture 
test_14322,clear primary 
file_18924,clear primary habitation road 
test_26396,clear primary water agriculture road 
test_36656,clear primary haze 
test_15054,primary haze 
file_3606,clear primary 
test_36652,clear primary water cultivation habitation agriculture road 
file_3564,clear primary 
file_13042,clear primary habitation road 
file_19514,clear primary 
test_24713,clear primary water partly_cloudy agriculture 
test_27859,clear primary 
test_27394,clear primary 
test_7138,clear primary 
test_16742,clear primary 
test_2596,clear primary 
file_17999,clear primary water cultivation habitation agriculture road 
test_22366,clear primary 
test_30789,primary partly_cloudy 
test_20560,primary water haze partly_cloudy 
file_17030,clear primary 
file_18179,clear primary cultivation agriculture road 
test_40488,clear primary 
test_36112,primary partly_cloudy 
test_17324,clear primary 
test_4542,clear primary 
test_23799,clear primary 
test_9556,clear primary water cultivation agriculture road 
file_2361,primary water partly_cloudy 
test_3539,clear primary partly_cloudy habitation agriculture road 
test_17614,clear primary cultivation agriculture 
test_16881,clear primary agriculture road selective_logging 
test_23230,cloudy
test_24825,clear primary cultivation agriculture 
test_31222,clear primary habitation agriculture road 
test_5903,clear primary 
test_1568,primary water haze 
test_5589,clear primary 
test_35415,primary partly_cloudy agriculture road 
test_26121,primary haze agriculture 
file_12493,clear primary water agriculture 
test_34882,clear primary cultivation habitation agriculture road 
test_5007,clear primary cultivation agriculture 
test_19941,clear primary 
test_9780,clear primary habitation agriculture road 
test_23083,clear primary water cultivation agriculture 
test_33661,clear primary 
test_9818,clear primary water haze agriculture 
test_38605,clear primary cultivation habitation agriculture 
file_18586,clear primary agriculture road 
test_4888,clear primary water partly_cloudy agriculture 
test_8163,clear primary cultivation agriculture road 
test_23967,clear primary bare_ground agriculture 
test_19614,clear primary partly_cloudy 
file_17612,clear primary 
test_15317,clear primary water agriculture 
test_13340,clear primary water cultivation agriculture 
file_10720,cloudy
file_9146,primary water partly_cloudy agriculture road 
file_4167,clear primary 
test_36544,cloudy
test_3905,clear primary 
file_20441,clear primary cultivation habitation agriculture road 
file_2837,clear primary habitation agriculture road 
test_28097,clear primary water agriculture road 
test_33487,clear primary cultivation 
test_25424,clear primary water cultivation habitation agriculture road 
test_27732,clear primary 
test_29436,primary cultivation partly_cloudy 
test_23508,clear primary 
test_11969,clear primary water agriculture 
file_11895,primary partly_cloudy 
test_33850,cloudy
test_17347,clear primary water cultivation agriculture road 
test_31199,clear primary 
test_38590,cloudy
file_14126,clear primary agriculture road 
file_13125,clear primary cultivation agriculture road 
test_10648,clear primary 
test_15160,clear primary water cultivation agriculture road selective_logging 
test_33430,primary water partly_cloudy agriculture 
file_10026,clear primary water cultivation partly_cloudy habitation agriculture road 
test_38445,clear primary water 
test_37293,clear primary water agriculture road 
test_16464,cloudy
file_14502,clear primary water habitation agriculture road 
test_30103,clear primary habitation 
file_5027,primary partly_cloudy 
test_4039,clear primary water cultivation partly_cloudy agriculture road 
test_14413,primary partly_cloudy 
file_601,primary haze cultivation partly_cloudy 
file_8230,clear primary 
test_39848,clear primary cultivation 
file_1955,clear primary agriculture 
test_38310,clear primary water habitation bare_ground agriculture road 
file_12901,clear primary 
file_14145,clear primary 
test_38955,clear primary cultivation agriculture road 
file_3715,clear primary haze 
test_19239,clear primary 
file_16358,clear primary 
test_17471,clear primary 
test_21053,clear primary 
test_629,clear primary 
file_2152,clear primary partly_cloudy 
file_5606,clear primary habitation agriculture road 
file_6341,clear primary 
file_16028,clear primary haze 
test_26126,clear primary 
test_11530,clear primary 
file_19053,clear primary water 
test_19388,clear primary agriculture road 
test_20011,clear primary haze 
test_28509,clear primary habitation agriculture road 
test_39664,clear primary 
file_4026,clear primary cultivation agriculture 
test_6848,clear primary 
test_37604,primary water partly_cloudy agriculture road 
test_12531,clear primary 
test_24672,clear primary water cultivation agriculture 
file_2345,cloudy
test_39941,clear primary road 
test_9434,cloudy
test_27599,clear primary 
test_13796,clear primary 
file_4522,clear primary 
test_34592,clear primary water habitation road 
file_1037,clear primary habitation agriculture road 
test_1684,clear primary water agriculture 
test_33116,clear primary water road 
test_17929,clear primary 
test_28656,clear primary 
test_7910,clear primary 
file_1289,clear primary partly_cloudy 
test_22084,clear primary 
test_39038,primary partly_cloudy 
test_26612,clear primary 
test_35251,primary water partly_cloudy 
test_8463,clear primary cloudy water 
test_36380,clear primary water cultivation agriculture 
test_33261,clear primary 
test_9076,clear primary bare_ground agriculture road 
test_5746,clear primary water agriculture 
test_13388,clear primary agriculture road 
file_11507,cloudy
file_2912,clear primary 
file_12669,clear primary 
test_28536,clear primary 
test_32845,clear primary water habitation agriculture road 
file_19238,clear primary partly_cloudy 
test_38278,clear primary water cultivation agriculture 
test_33782,clear primary 
test_27175,primary partly_cloudy 
test_20454,clear primary water 
test_11069,clear primary agriculture 
test_30112,clear primary cultivation agriculture road 
test_10696,clear primary cultivation partly_cloudy agriculture 
file_9679,primary water partly_cloudy agriculture road 
test_7112,clear primary 
test_8812,clear primary water habitation agriculture road 
test_9885,clear primary 
test_7234,clear primary 
test_40560,primary partly_cloudy agriculture road 
file_16532,clear primary haze 
